DRG Definition,Provider State, Average Covered Charges ,Average Medicare Payments
317 - BACK PAIN,SC,31307.990401100913,4719.580116171903
315 - HEADACHE,NC,23937.95247740007,4618.156350224686
313 - CHEST PAIN,AZ,48616.49586738564,6075.75255913135
313 - CHEST PAIN,WA,7523.607616865189,14682.086202882834
316 - FEVER,SD,31614.35715045548,7561.40230649477
317 - BACK PAIN,RI,43623.924822817164,9791.938059230302
313 - CHEST PAIN,CA,26633.341058437516,11451.496828579757
313 - CHEST PAIN,MN,5133.322425217857,11906.662026290525
315 - HEADACHE,FL,15926.067492182383,11256.491596144258
314 - ABDOMINAL PAIN,LA,19569.603905058477,7043.138318300698
316 - FEVER,NV,48469.75225508581,4340.73392827275
316 - FEVER,OH,46029.797682741475,6380.59770399853
314 - ABDOMINAL PAIN,WV,47712.67272984337,5523.54272123408
313 - CHEST PAIN,LA,42159.13059276358,4635.327658431801
315 - HEADACHE,UT,20824.148035125698,3293.9607810194243
315 - HEADACHE,IL,45764.43899432902,14228.71018870097
316 - FEVER,WY,49175.802767167195,14052.412638544058
315 - HEADACHE,WV,20753.209052372884,3605.004067562031
314 - ABDOMINAL PAIN,NV,16725.0184693902,5077.0148738448215
313 - CHEST PAIN,WY,29611.23317519996,4674.005657553524
314 - ABDOMINAL PAIN,FL,13421.84866695185,6374.675213058208
317 - BACK PAIN,MS,6468.08996328711,5448.826445744893
316 - FEVER,UT,47562.40270021414,14350.242448774261
315 - HEADACHE,AZ,46658.328459863864,4010.045238722446
317 - BACK PAIN,NJ,12319.423419295446,5540.049924054039
315 - HEADACHE,CA,23348.311111837374,3968.679654994973
313 - CHEST PAIN,MA,42396.63409727085,14764.624183733236
313 - CHEST PAIN,KY,34745.013446938385,14020.96210916406
313 - CHEST PAIN,LA,22765.437912682126,11599.579077184932
315 - HEADACHE,KY,38487.69487322686,8111.67638663896
317 - BACK PAIN,MD,45367.13246945859,5282.13762628791
313 - CHEST PAIN,FL,46677.12487366406,5657.876700241709
317 - BACK PAIN,SC,22048.232536498504,8316.480102672136
315 - HEADACHE,SC,12810.23060327685,12218.67205603778
317 - BACK PAIN,NJ,46077.74861872888,6176.753951987506
315 - HEADACHE,TX,9164.995063746272,6729.50295041576
315 - HEADACHE,PA,37475.97760526736,10199.331496853647
316 - FEVER,NE,11322.379168736074,5852.752347339043
315 - HEADACHE,NY,22522.408460046147,10010.623455513643
315 - HEADACHE,VA,23520.008594526233,7645.5707192674145
314 - ABDOMINAL PAIN,IL,12144.106180043753,3412.4184708161765
313 - CHEST PAIN,LA,46520.66453029754,7832.4154347835665
316 - FEVER,KS,5120.067560417882,14034.303354229738
316 - FEVER,GA,45221.38444474838,6517.342549601527
316 - FEVER,SD,44772.31955639685,6873.988673237627
314 - ABDOMINAL PAIN,UT,19263.364416410073,3791.2906567114424
315 - HEADACHE,WY,36692.7921445674,10380.56938283153
313 - CHEST PAIN,IL,16376.401008424198,13190.908371580066
317 - BACK PAIN,NC,39144.81030142723,7235.07471711722
315 - HEADACHE,MT,30250.38838044845,5882.946690239862
314 - ABDOMINAL PAIN,SD,18510.145441144625,14479.342249966303
315 - HEADACHE,ME,23010.563913694456,11940.87137509786
315 - HEADACHE,KS,36044.99295072816,9805.962711399174
314 - ABDOMINAL PAIN,NC,45774.385233970235,6666.373996138609
316 - FEVER,CT,10882.693245527358,5649.57621571681
316 - FEVER,VA,30711.378635112073,11588.928468005606
313 - CHEST PAIN,VT,16417.813975570287,9261.46580564813
313 - CHEST PAIN,OR,41061.751244395666,9247.197801635772
316 - FEVER,OK,8160.678764126648,3884.5178240669256
317 - BACK PAIN,SC,36003.01055770264,9146.333721115272
315 - HEADACHE,CO,12872.570616096342,12872.928372473923
317 - BACK PAIN,ME,31837.343828145316,14361.591333549108
315 - HEADACHE,KY,42606.166423671144,4280.1887697808215
316 - FEVER,FL,38978.62979547558,10573.98252838885
313 - CHEST PAIN,MT,38882.42994576367,9820.167009578963
313 - CHEST PAIN,NC,28303.039048410734,13683.749891377702
317 - BACK PAIN,NE,45083.55163323746,12014.928362218458
313 - CHEST PAIN,MN,31464.733920889907,14583.142429983758
316 - FEVER,NY,46288.30858473068,14520.390450983956
317 - BACK PAIN,VT,29593.51060245879,5708.221120142649
315 - HEADACHE,HI,27768.450335900132,11704.210462805066
313 - CHEST PAIN,IL,15005.885864464151,9366.277096378733
314 - ABDOMINAL PAIN,NH,29515.399431359223,5575.223942583665
313 - CHEST PAIN,CT,11326.317406200364,5338.428986608809
315 - HEADACHE,MA,44136.05905667954,3973.0120951954377
317 - BACK PAIN,CO,35415.1349918732,12546.543317024269
315 - HEADACHE,MS,49713.59518218239,6894.057367440115
314 - ABDOMINAL PAIN,GA,9144.38425057354,13283.626023947598
316 - FEVER,NJ,15830.27374303791,10299.784392278576
313 - CHEST PAIN,KY,44472.13719197627,11083.60025806153
317 - BACK PAIN,WV,22786.434489601295,6500.08499532236
316 - FEVER,MN,25983.63454918539,8487.531352748203
315 - HEADACHE,FL,43729.33493244276,7947.810936997498
317 - BACK PAIN,MA,28482.04512274785,5828.263967095214
316 - FEVER,IA,13706.413223646567,12990.14602232151
317 - BACK PAIN,SD,45141.35519344014,10465.014069679453
314 - ABDOMINAL PAIN,RI,6397.774539036507,3449.1837294368415
314 - ABDOMINAL PAIN,CA,45292.83204395495,12839.004232544261
313 - CHEST PAIN,OK,7273.410200255061,4272.453072343097
313 - CHEST PAIN,ID,34963.22140700577,7844.357202390711
314 - ABDOMINAL PAIN,TN,8225.57208539006,9855.082819564534
317 - BACK PAIN,OH,36779.58436842795,3091.814947934616
314 - ABDOMINAL PAIN,NY,6528.70945998279,10834.897265315234
313 - CHEST PAIN,VA,42910.59774698544,10916.435274723084
314 - ABDOMINAL PAIN,OK,25967.477791849313,10830.315805591761
314 - ABDOMINAL PAIN,CA,9205.426070099507,4961.615257275325
317 - BACK PAIN,DE,36806.87502545648,6068.787921282593
316 - FEVER,AZ,27018.057087669313,5968.509834392883
313 - CHEST PAIN,MS,13592.69864939493,14520.803798155644
317 - BACK PAIN,WV,5705.25682499266,3810.3382467105275
314 - ABDOMINAL PAIN,DE,23809.921687649174,8145.138092442047
314 - ABDOMINAL PAIN,MT,8853.315382784102,13455.04686984233
316 - FEVER,AZ,9237.636421125673,12233.591933372592
313 - CHEST PAIN,SC,17029.829676320456,12869.30549578712
313 - CHEST PAIN,MA,33370.6233759091,14667.523009467996
315 - HEADACHE,OK,28845.977385242713,7647.141747278267
313 - CHEST PAIN,AZ,8104.428871640627,6715.863292565534
316 - FEVER,VA,48579.40741516114,3367.9138818023675
315 - HEADACHE,VA,44922.5909732566,4800.232341478345
315 - HEADACHE,NM,16665.14692153212,9744.175854516288
314 - ABDOMINAL PAIN,LA,10505.235918296356,4891.92714064008
314 - ABDOMINAL PAIN,HI,47408.12891406456,11835.660191770929
313 - CHEST PAIN,OR,25751.380004631494,3446.79125899125
315 - HEADACHE,MA,19002.51341471461,6113.856278854582
314 - ABDOMINAL PAIN,ME,27066.111582433434,11345.437480661863
316 - FEVER,WA,39773.486504588545,6066.033890868765
314 - ABDOMINAL PAIN,VA,12577.338423637451,11745.125570693568
314 - ABDOMINAL PAIN,NV,39537.312507918825,14950.366505168422
315 - HEADACHE,AZ,38725.10545702394,12565.007465389242
315 - HEADACHE,PA,29270.66921783959,7102.02550513203
317 - BACK PAIN,MS,43962.90299373118,13807.102807539135
316 - FEVER,NC,10946.452017643725,3614.1568280185134
315 - HEADACHE,HI,31796.55529995529,11700.081893367746
313 - CHEST PAIN,ID,25220.43736258197,3279.8679787521005
316 - FEVER,SC,24003.145077612426,5094.665944283581
316 - FEVER,CT,16365.248207128645,14851.028898462893
315 - HEADACHE,TX,21752.58455644586,7330.618949931684
316 - FEVER,WI,9866.78402106496,12845.992537970866
315 - HEADACHE,OK,16321.953639417134,7513.040554027224
314 - ABDOMINAL PAIN,PA,17238.429850013716,13080.341409573788
317 - BACK PAIN,RI,37430.05403570627,14585.274721521291
314 - ABDOMINAL PAIN,LA,7184.769224398842,8226.434921029999
315 - HEADACHE,TN,34303.653866788736,9712.190302179351
315 - HEADACHE,TN,14963.445940693544,10543.673879562813
314 - ABDOMINAL PAIN,IL,8683.767766233226,14218.017626102825
313 - CHEST PAIN,MI,18536.277248844533,6080.929049214695
313 - CHEST PAIN,TN,15101.279124287124,10334.99247400472
313 - CHEST PAIN,MD,29841.45691279325,6896.64273867771
315 - HEADACHE,AZ,21081.938155158306,5603.198162189034
316 - FEVER,ME,48469.718408374676,4019.04406827857
315 - HEADACHE,MD,48359.73197258828,10448.530364831386
316 - FEVER,WI,24967.187110410778,13585.025746458821
314 - ABDOMINAL PAIN,CT,40778.93572971168,7216.714666134151
317 - BACK PAIN,KY,5597.084338739376,9632.022434315728
316 - FEVER,FL,29651.521312616118,10705.60554352939
313 - CHEST PAIN,WY,38448.462753814056,7975.802133542447
315 - HEADACHE,ME,14762.445143330116,13840.174204392697
314 - ABDOMINAL PAIN,WY,7752.728982467469,7353.061934414119
313 - CHEST PAIN,VT,12016.352115790516,4500.129841078124
314 - ABDOMINAL PAIN,SD,24883.163922823565,4728.244296620394
317 - BACK PAIN,AZ,27786.713934031788,13690.291374092552
315 - HEADACHE,AZ,22139.83049489458,14856.096514175517
315 - HEADACHE,IL,24798.8195169071,6467.2542068606035
317 - BACK PAIN,WA,26160.57318241766,4723.232707856538
315 - HEADACHE,HI,39624.64977204933,8786.547381074513
316 - FEVER,DE,9735.885413494358,11514.336762919174
314 - ABDOMINAL PAIN,WV,39602.77102217282,10348.834897235665
313 - CHEST PAIN,AL,35988.22860327491,14413.298184991352
317 - BACK PAIN,AZ,38374.73642643431,12813.334607659537
316 - FEVER,PA,38051.07736438953,13427.665980768024
313 - CHEST PAIN,MI,26176.631711080267,9500.005906188842
313 - CHEST PAIN,RI,14513.008305240503,6927.302319977401
317 - BACK PAIN,MO,29148.30069358118,11420.83212552695
316 - FEVER,MT,48109.19241240948,8268.636479416742
313 - CHEST PAIN,DE,31483.655662701367,6453.050886747895
313 - CHEST PAIN,UT,5497.121534574992,4827.24822806757
316 - FEVER,LA,7686.990719437579,9334.490494674748
315 - HEADACHE,NJ,49678.85451215986,10131.042806399026
313 - CHEST PAIN,NM,8237.586165774817,9825.4281918501
314 - ABDOMINAL PAIN,DE,7072.032202020435,4398.580361202648
316 - FEVER,OH,20886.092121139493,9839.847834464917
313 - CHEST PAIN,DE,48619.27414712015,5020.969281661692
317 - BACK PAIN,MO,19340.381917978957,10964.569985417627
314 - ABDOMINAL PAIN,ID,23444.785889387178,8152.607959986401
313 - CHEST PAIN,GA,33533.46775438545,13185.463052869865
314 - ABDOMINAL PAIN,IL,6085.032769687902,12339.188937525345
314 - ABDOMINAL PAIN,OR,45399.36098836346,11692.584618199604
315 - HEADACHE,CA,28374.935789949446,11408.845192011628
314 - ABDOMINAL PAIN,PA,26006.49077018261,9725.856473737223
315 - HEADACHE,NH,43732.69979929837,3733.362913540132
316 - FEVER,IN,47888.44652111096,10865.875482396012
315 - HEADACHE,MS,24054.135424107564,8603.066130764582
317 - BACK PAIN,MD,12759.848568195383,8634.656567922397
313 - CHEST PAIN,UT,41706.91715009328,7548.266345595236
316 - FEVER,RI,23146.718955011922,14148.850978100527
316 - FEVER,SD,47099.54927802947,5993.415203429188
317 - BACK PAIN,MO,47745.45427239423,6799.133440917356
315 - HEADACHE,KY,10167.306427461626,14556.489392827472
313 - CHEST PAIN,OH,48044.92852997831,12721.844823320376
315 - HEADACHE,IL,21572.164645030443,3169.03694595444
314 - ABDOMINAL PAIN,OK,34081.36329457357,13873.291198342486
315 - HEADACHE,DE,6563.753678032072,5719.767585996844
316 - FEVER,ID,44999.79233377247,11471.190469992762
313 - CHEST PAIN,NY,33871.87982051892,9636.877288406586
315 - HEADACHE,NJ,33959.951013038866,9441.742603233408
313 - CHEST PAIN,IN,45597.92719898677,11615.05588071263
313 - CHEST PAIN,NY,27875.62287083044,5486.1776627332765
314 - ABDOMINAL PAIN,AK,23473.248816314775,4908.301569197119
314 - ABDOMINAL PAIN,SD,43975.79385315423,10822.951280795423
316 - FEVER,KS,38408.92303421292,6486.950746855948
317 - BACK PAIN,ID,47703.904923420545,14687.40249189313
313 - CHEST PAIN,OK,47305.48519897397,8418.14206889608
317 - BACK PAIN,SD,22204.677405210812,4339.164240083583
316 - FEVER,CA,25114.383056363804,11229.781994064535
313 - CHEST PAIN,ID,16519.32292058503,6673.911509593576
313 - CHEST PAIN,NJ,34729.15501123555,4783.049131456826
317 - BACK PAIN,AK,21404.388653999897,8073.880354679051
315 - HEADACHE,KY,40374.5290973452,14570.667337047338
314 - ABDOMINAL PAIN,SD,10469.784232890974,7937.1669166455595
315 - HEADACHE,IN,10238.128302458565,7168.005188772761
317 - BACK PAIN,RI,14200.492163872861,8334.10754483165
314 - ABDOMINAL PAIN,LA,8793.148479683607,3145.3884671957803
315 - HEADACHE,MI,32901.422345520565,4597.218463183369
314 - ABDOMINAL PAIN,VA,11630.874470753239,13196.095417615294
313 - CHEST PAIN,MD,12198.33128604444,14736.412945134165
315 - HEADACHE,DE,5640.270067812469,4895.297827244176
314 - ABDOMINAL PAIN,SC,40194.05065806244,9426.2138206429
314 - ABDOMINAL PAIN,FL,41553.32249405665,14596.001205667724
314 - ABDOMINAL PAIN,IN,12291.008736399786,4878.976514147566
315 - HEADACHE,RI,38278.5995420251,5235.715410029403
316 - FEVER,AK,24509.530542081182,14121.79624714078
315 - HEADACHE,TX,15781.76973344261,11468.25175742859
317 - BACK PAIN,ID,32962.307363322296,4823.600242105929
315 - HEADACHE,MO,13031.783345618816,7721.912053423317
314 - ABDOMINAL PAIN,CT,39059.762344386596,3675.2393305765263
313 - CHEST PAIN,NE,7142.685240674827,8192.05840701233
315 - HEADACHE,DE,48160.89198175615,12334.817933844444
315 - HEADACHE,SD,8234.386416888101,9647.664655033526
314 - ABDOMINAL PAIN,MD,31075.17886619104,10769.305461794436
313 - CHEST PAIN,CT,45598.74305550703,6921.84158640251
313 - CHEST PAIN,VT,5535.701098153266,4936.751012937516
317 - BACK PAIN,NJ,27433.150744507566,3157.400109281813
315 - HEADACHE,VT,20750.313393980596,12855.748131952145
313 - CHEST PAIN,SD,31114.948561605906,10639.854712149454
313 - CHEST PAIN,AK,15145.582403194641,5751.854895452261
316 - FEVER,MD,7920.464775427614,8021.207520927538
316 - FEVER,CA,33166.98665819181,12617.31922473737
313 - CHEST PAIN,CT,23758.21577720311,9464.402233096629
317 - BACK PAIN,AZ,33011.849241780335,6601.91851735174
313 - CHEST PAIN,RI,14474.26160770293,6206.214206048226
314 - ABDOMINAL PAIN,NH,20243.356832906684,5611.368293385907
315 - HEADACHE,NM,30275.662521407463,12884.758561610037
317 - BACK PAIN,DE,31690.075024612728,9982.324208215949
314 - ABDOMINAL PAIN,GA,21754.166349841933,11509.88598841757
317 - BACK PAIN,MT,17602.39425274504,13321.445296768961
314 - ABDOMINAL PAIN,OH,17316.528326986816,14842.340430362594
315 - HEADACHE,AL,12861.470813940428,5993.803038369384
315 - HEADACHE,CT,19643.223304831423,5170.829849494955
316 - FEVER,ME,13974.815165594897,8543.980113527381
314 - ABDOMINAL PAIN,HI,33521.69328034752,3420.85535374239
316 - FEVER,NH,30608.01492089403,12500.614578762339
314 - ABDOMINAL PAIN,ID,22216.497065191405,13605.119986012585
316 - FEVER,OH,19662.35089718275,11232.47638497634
315 - HEADACHE,AL,15692.639008758913,6215.940294763312
317 - BACK PAIN,IN,29095.623903170355,4477.8656878654865
316 - FEVER,RI,46350.62439555598,7585.73025503866
314 - ABDOMINAL PAIN,MA,35856.63731250217,13000.02744606304
314 - ABDOMINAL PAIN,AL,38498.66213160053,7173.933645433376
315 - HEADACHE,AZ,42547.00386453835,3411.0548835196796
314 - ABDOMINAL PAIN,ME,20823.573800203194,6291.364514701583
313 - CHEST PAIN,TX,7829.410195151943,14879.347320908679
317 - BACK PAIN,IA,33015.14614947399,11120.025067990598
316 - FEVER,NY,13490.253105261469,13810.257959725534
317 - BACK PAIN,NV,30606.96424980498,12298.38321001329
315 - HEADACHE,LA,38277.96049206791,9476.466183919569
316 - FEVER,WV,40263.72359665265,4784.266468739764
316 - FEVER,NJ,18582.760411138195,7183.733740268612
313 - CHEST PAIN,PA,28059.495465619184,10004.882703290667
315 - HEADACHE,RI,32943.42933247365,13447.588184783905
314 - ABDOMINAL PAIN,NE,41876.632476527986,6224.1005503787965
313 - CHEST PAIN,LA,39262.48992972264,4454.7224320827545
313 - CHEST PAIN,MN,49458.889443981665,9705.987810657809
317 - BACK PAIN,MT,5363.81044385049,5118.014670216668
317 - BACK PAIN,AK,24687.024838840985,10324.34123186288
317 - BACK PAIN,MN,16522.001886925755,6162.257309804783
313 - CHEST PAIN,CO,10395.202421519303,5771.556051607497
314 - ABDOMINAL PAIN,CA,46018.189767523305,7790.169179866693
316 - FEVER,PA,49908.292974305885,10118.30109069535
317 - BACK PAIN,CT,13126.829355712563,9543.812075391756
314 - ABDOMINAL PAIN,MI,6729.502676061362,5936.813726819766
315 - HEADACHE,IN,17377.450145622515,13693.400093440514
317 - BACK PAIN,RI,42568.7863129878,4318.583636822413
316 - FEVER,MT,18225.053743969256,3473.6107568920233
315 - HEADACHE,NE,7560.56662239297,10232.47523287437
315 - HEADACHE,SD,7362.148277886346,4480.886016785717
316 - FEVER,MA,24234.02610662464,9058.689771347534
317 - BACK PAIN,OH,46932.15753777289,14421.279412915592
313 - CHEST PAIN,IA,17866.419873783438,11382.963257433481
316 - FEVER,PA,24222.09563154697,10409.478964773125
316 - FEVER,LA,9587.021242217384,9897.662698467368
316 - FEVER,MI,27210.77569710415,5154.471026395113
315 - HEADACHE,WV,36344.61789285668,8191.773895537252
314 - ABDOMINAL PAIN,KY,17201.76625297488,7110.28208840115
313 - CHEST PAIN,WV,18352.008883790815,14436.891866664751
317 - BACK PAIN,KY,42888.87614328221,5907.8427764487005
317 - BACK PAIN,MA,5466.367505622969,8658.196456752616
314 - ABDOMINAL PAIN,NJ,33641.18188475436,14256.952359315
316 - FEVER,NH,22724.808572372764,12470.16782927178
313 - CHEST PAIN,FL,18427.123110266104,14574.182871413077
317 - BACK PAIN,MO,34591.72245097447,10299.963061763892
317 - BACK PAIN,AZ,42560.083480536734,7005.442256951208
316 - FEVER,MT,30127.645234790318,12919.797305568709
314 - ABDOMINAL PAIN,MD,6399.257987437521,6497.475256480448
313 - CHEST PAIN,OH,25763.053587150924,4977.273622942631
314 - ABDOMINAL PAIN,AK,25824.197340228788,11475.465768468088
314 - ABDOMINAL PAIN,KS,29470.932266207354,10667.467962412313
313 - CHEST PAIN,MN,35193.15054695985,13547.386831144744
313 - CHEST PAIN,HI,5869.32815904532,14543.097093792609
317 - BACK PAIN,ME,27590.568097988773,13286.371046694649
317 - BACK PAIN,MN,31473.84962212658,3720.261571059249
313 - CHEST PAIN,WV,20450.902388722337,10974.16119578722
315 - HEADACHE,AZ,35076.43519656949,12416.788954368549
317 - BACK PAIN,NV,15267.9972708127,14783.144692202119
315 - HEADACHE,IN,19281.75498803532,7495.935594151604
313 - CHEST PAIN,OH,48323.99063409467,5038.579047253775
317 - BACK PAIN,CO,20663.166688751306,13235.196741566653
314 - ABDOMINAL PAIN,NE,20592.539931458527,6809.600923590664
313 - CHEST PAIN,IN,31805.628612040186,10178.422749526306
316 - FEVER,NV,48693.88984370271,7678.737170555998
315 - HEADACHE,IA,49238.620067885015,7827.915081103934
313 - CHEST PAIN,MO,31084.608365434222,11789.573750129419
313 - CHEST PAIN,AZ,5048.915891221964,7337.701504079264
317 - BACK PAIN,WI,45529.544784577985,11316.901355645843
317 - BACK PAIN,AZ,30660.708405967165,3171.941465427625
317 - BACK PAIN,NM,21469.838373047114,6895.768680046512
316 - FEVER,OR,42313.78134571722,6828.528376243952
317 - BACK PAIN,WY,22992.46067075923,11986.023430760604
313 - CHEST PAIN,IA,6532.00277901191,6774.685392307534
317 - BACK PAIN,IL,41948.25003756584,10599.925588380996
314 - ABDOMINAL PAIN,NH,29563.673045889303,11262.292825294378
317 - BACK PAIN,VA,20216.45922008883,10901.106530365381
316 - FEVER,NJ,16290.156935923304,10239.524172583973
314 - ABDOMINAL PAIN,VT,31720.885673694153,7963.402192192736
313 - CHEST PAIN,LA,14362.229670129505,7479.659732205725
313 - CHEST PAIN,TN,19573.289895065143,9775.008700510676
315 - HEADACHE,AZ,33643.863923629266,3764.4372298119156
314 - ABDOMINAL PAIN,MI,44669.50026826694,13509.838104618313
315 - HEADACHE,MS,28980.064777621945,12903.781716364118
314 - ABDOMINAL PAIN,MA,39159.78792345917,7156.616604446276
314 - ABDOMINAL PAIN,ID,39337.72716933688,9801.829480627574
316 - FEVER,OK,34895.92786967241,14186.732378213559
315 - HEADACHE,HI,16062.725195623294,6259.6415689451605
316 - FEVER,HI,44005.486916760885,11909.46321233824
314 - ABDOMINAL PAIN,VT,24632.404503780494,3992.7816878520616
313 - CHEST PAIN,CT,6989.483477106525,9280.465769651651
314 - ABDOMINAL PAIN,PA,16007.57015312863,13607.629553367571
316 - FEVER,MO,39449.67593446921,9620.511409788882
315 - HEADACHE,IL,8111.0001117870215,10395.033922045215
315 - HEADACHE,VT,11631.398096971003,13891.67151971453
316 - FEVER,MS,36240.206721876704,11584.327680597635
315 - HEADACHE,NV,45167.03553773932,11350.436162691187
317 - BACK PAIN,WA,33517.94022759366,10036.60826511478
313 - CHEST PAIN,RI,15003.097422329958,10595.86337030902
313 - CHEST PAIN,CT,7403.619346229687,12644.465088199408
313 - CHEST PAIN,AL,32680.696214764026,14750.796999566932
315 - HEADACHE,CT,7132.936006902379,12543.904248098255
315 - HEADACHE,CA,32572.492337379066,11490.441979523954
314 - ABDOMINAL PAIN,MN,15151.097487249277,4626.538603338178
314 - ABDOMINAL PAIN,TX,45709.522808397334,12804.964649300318
313 - CHEST PAIN,MO,26379.170081931283,11831.932408784436
317 - BACK PAIN,MT,15077.229498936304,12245.186344814807
314 - ABDOMINAL PAIN,KS,43391.53924513662,5773.157738919743
314 - ABDOMINAL PAIN,NE,16431.592930137875,13841.324358491132
315 - HEADACHE,FL,18796.958443619398,4167.376420162346
317 - BACK PAIN,MO,42542.50545749551,6043.344668303358
313 - CHEST PAIN,WY,18895.641341026818,10956.281259892821
314 - ABDOMINAL PAIN,SC,23457.36961537868,11084.573565972183
317 - BACK PAIN,CT,20644.955184148996,6759.894795609898
317 - BACK PAIN,OR,10238.014302366913,11418.237325341777
313 - CHEST PAIN,UT,6750.3115511071765,7655.166451858465
317 - BACK PAIN,AL,37604.33033274416,3002.1061902950796
317 - BACK PAIN,WV,34031.170577107434,4951.2735874486025
317 - BACK PAIN,PA,17706.473039842575,13591.419302618093
314 - ABDOMINAL PAIN,IL,18301.96062431953,5672.328140753026
313 - CHEST PAIN,SC,47525.26023539066,4354.924066306511
317 - BACK PAIN,ID,49445.200725507144,11186.407271198335
317 - BACK PAIN,IL,26304.570645516207,8288.477308916834
314 - ABDOMINAL PAIN,UT,41110.32854666722,12559.091236771732
313 - CHEST PAIN,CA,38150.864414121446,13337.339214789457
315 - HEADACHE,SD,18379.296928042113,13151.866528646779
314 - ABDOMINAL PAIN,DE,7635.321973421525,6756.110630362719
313 - CHEST PAIN,ID,11415.0315710723,9066.551255617971
317 - BACK PAIN,PA,42723.23526503435,10801.700815763568
313 - CHEST PAIN,NY,37904.62189983265,6863.797047409487
313 - CHEST PAIN,OH,34895.06800080251,3493.1917842362177
313 - CHEST PAIN,IN,10879.197426349174,8947.972587563028
315 - HEADACHE,ME,33796.88093527361,3153.8200015871244
313 - CHEST PAIN,TX,39746.8549171902,14407.747496711367
315 - HEADACHE,MO,43727.07874371308,12560.203752876318
317 - BACK PAIN,GA,5595.40756371282,5304.117318283134
315 - HEADACHE,NY,35801.379584531496,6450.860986703141
317 - BACK PAIN,TX,5859.394502144199,14794.062576233258
317 - BACK PAIN,HI,36809.27804945473,7482.582649695652
315 - HEADACHE,AK,33602.96141294022,12404.668289206707
314 - ABDOMINAL PAIN,SC,11675.653831353764,8361.785621031053
316 - FEVER,KS,39475.47881053086,13369.151089207322
313 - CHEST PAIN,AZ,8075.642818536102,11445.042097938107
316 - FEVER,VT,42187.944818508506,3274.920718693912
313 - CHEST PAIN,NY,16786.816018170306,6532.678631270846
313 - CHEST PAIN,CT,35998.333803529924,9695.90777872143
317 - BACK PAIN,AZ,46566.020345984165,14114.088528837045
313 - CHEST PAIN,ID,20292.216110305202,4224.358735697884
313 - CHEST PAIN,KS,27630.233507318862,10213.950452532805
315 - HEADACHE,WA,25840.311527770267,6626.120776951891
316 - FEVER,NH,12092.510707829064,13671.933384233284
315 - HEADACHE,HI,31564.040472084274,12182.035315902158
313 - CHEST PAIN,SC,38435.08633344266,7436.432664111424
317 - BACK PAIN,WI,46259.36730157187,5005.237966903364
315 - HEADACHE,CA,43286.117074228074,3137.975668767573
315 - HEADACHE,CA,27950.872087761425,10453.613408063386
314 - ABDOMINAL PAIN,DE,37355.77195303707,7873.485691574925
313 - CHEST PAIN,KS,41035.25360182518,6777.077914329229
317 - BACK PAIN,ME,27206.992118225695,14826.027499642027
315 - HEADACHE,ME,10194.240231692049,8593.705626723782
315 - HEADACHE,TX,24706.88437313169,11998.07140374509
317 - BACK PAIN,MO,42911.51171907042,5128.949007014835
313 - CHEST PAIN,AK,31848.863242718075,3161.4630929017653
314 - ABDOMINAL PAIN,TN,37600.626965420255,8010.751433376192
315 - HEADACHE,MA,13337.06099686644,10987.97801931194
314 - ABDOMINAL PAIN,OK,48395.19956949526,9079.184354201512
316 - FEVER,VT,23183.623827198924,13685.595091492693
313 - CHEST PAIN,NE,34413.598522297805,8207.752214245978
316 - FEVER,DE,5849.251456577237,6732.0337578370945
316 - FEVER,SC,10729.36680148811,13992.584114491723
316 - FEVER,NM,40191.54214482135,7881.627343612571
313 - CHEST PAIN,UT,48558.62504841146,6235.774339675339
313 - CHEST PAIN,CO,19402.49097749652,4171.932921720965
317 - BACK PAIN,ID,6673.133072356917,12519.717278589851
314 - ABDOMINAL PAIN,AL,21238.99708910619,12901.097529574117
314 - ABDOMINAL PAIN,OK,5786.065862555118,3399.573402782064
317 - BACK PAIN,AL,13656.78915181111,7303.747180818297
317 - BACK PAIN,MD,38861.24067741823,11998.517455175517
316 - FEVER,AK,47168.977914792325,14356.582169856647
317 - BACK PAIN,MI,8935.2087965999,7533.81940613886
315 - HEADACHE,MA,30105.535046472916,13464.641176553923
314 - ABDOMINAL PAIN,MS,16424.63807558144,7724.644878386341
317 - BACK PAIN,MI,11257.66066072683,5153.935526911777
315 - HEADACHE,MO,14854.110345120089,3041.3537253224363
315 - HEADACHE,CA,30999.338037396836,6962.1722778345575
315 - HEADACHE,IL,7931.052564978247,7541.700608728458
315 - HEADACHE,MN,24539.836827578787,14341.410346648034
316 - FEVER,MA,11085.253292982376,5472.8430290474735
315 - HEADACHE,ME,17270.467357751666,7586.768496210057
316 - FEVER,AL,13583.944838446876,3301.8495578773577
316 - FEVER,NM,44733.89749239037,12162.476821096638
315 - HEADACHE,OH,36860.50988920803,13981.69483505984
314 - ABDOMINAL PAIN,MO,44080.81605263617,5853.847767317902
315 - HEADACHE,IA,22255.827554646163,8147.941327681974
315 - HEADACHE,PA,19103.601418415157,4465.351456391928
315 - HEADACHE,CO,22126.423770399517,8482.02516375469
314 - ABDOMINAL PAIN,ID,5834.668807598337,4600.109563729145
313 - CHEST PAIN,MO,37611.69238168512,9280.181933029824
313 - CHEST PAIN,NY,20739.760560278526,11815.464485186798
316 - FEVER,IN,19099.571160955624,9640.113297770018
316 - FEVER,KY,31916.34794167398,5942.6349406485115
314 - ABDOMINAL PAIN,MO,24631.24602694174,7245.5518256268615
